breed,link,translations,alt_names,no_accent,breed_en
PODENGO PORTUGUÊS,https://fci.be/en/nomenclature/PORTUGUESE-WARREN-HOUND-PORTUGUESE-PODENGO-94.html,"['PORTUGUESE WARREN HOUND-PORTUGUESE PODENGO', 'CHIEN DE GARENNE PORTUGAIS', 'PORTUGIESISCHER PODENGO', 'PODENCO PORTUGUÉS']","['podengo português', 'portuguese warren hound-portuguese podengo', 'chien de garenne portugais', 'podenco portugués', 'portugiesischer podengo']","['podengo portugues', 'portuguese warren hound-portuguese podengo', 'chien de garenne portugais', 'podenco portugues', 'portugiesischer podengo']",PORTUGUESE WARREN HOUND-PORTUGUESE PODENGO
POITEVIN,https://fci.be/en/nomenclature/POITEVIN-24.html,"['POITEVIN', 'POITEVIN', 'POITEVIN', 'SABUESO POITEVIN']","['sabueso poitevin', 'poitevin']","['sabueso poitevin', 'poitevin']",POITEVIN
POLSKI OWCZAREK NIZINNY,https://fci.be/en/nomenclature/POLISH-LOWLAND-SHEEPDOG-251.html,"['POLISH LOWLAND SHEEPDOG', 'BERGER POLONAIS DE PLAINE', 'POLNISCHER NIEDERUNGSHÜTEHUND', 'PERRO DE PASTOR POLACO DE LAS LLANURAS']","['berger polonais de plaine', 'polish lowland sheepdog', 'perro de pastor polaco de las llanuras', 'polski owczarek nizinny', 'polnischer niederungshütehund']","['berger polonais de plaine', 'polish lowland sheepdog', 'perro de pastor polaco de las llanuras', 'polski owczarek nizinny', 'polnischer niederungshutehund']",POLISH LOWLAND SHEEPDOG
POLSKI OWCZAREK PODHALANSKI,https://fci.be/en/nomenclature/TATRA-SHEPHERD-DOG-252.html,"['TATRA SHEPHERD DOG', 'CHIEN DE BERGER DES TATRAS', 'TATRA-SCHÄFERHUND', 'PERRO DE PASTOR POLACO DE PODHALE']","['tatra-schäferhund', 'tatra shepherd dog', 'perro de pastor polaco de podhale', 'chien de berger des tatras', 'polski owczarek podhalanski']","['tatra-schaferhund', 'tatra shepherd dog', 'perro de pastor polaco de podhale', 'chien de berger des tatras', 'polski owczarek podhalanski']",TATRA SHEPHERD DOG
PORCELAINE,https://fci.be/en/nomenclature/PORCELAINE-30.html,"['PORCELAINE', 'PORCELAINE', 'PORCELAINE', 'PORCELAINE']",['porcelaine'],['porcelaine'],PORCELAINE
POSAVSKI GONIC,https://fci.be/en/nomenclature/POSAVATZ-HOUND-154.html,"['POSAVATZ HOUND', 'CHIEN COURANT DE LA VALLEE DE LA SAVE', 'SAVETALBRACKE - POSAVATZ-BRACKE', 'SABUESO DEL VALLE DE SAVE']","['sabueso del valle de save', 'savetalbracke - posavatz-bracke', 'posavski gonic', 'posavatz hound', 'chien courant de la vallee de la save']","['sabueso del valle de save', 'savetalbracke - posavatz-bracke', 'posavski gonic', 'posavatz hound', 'chien courant de la vallee de la save']",POSAVATZ HOUND
PRAZSKY KRYSARIK,https://fci.be/en/nomenclature/PRAGUE-RATTER-363.html,"['PRAGUE RATTER', 'RATIER DE PRAGUE', 'PRAGER RATTLER', 'RATONERO DE PRAGA']","['ratonero de praga', 'prague ratter', 'prager rattler', 'prazsky krysarik', 'ratier de prague']","['ratonero de praga', 'prague ratter', 'prager rattler', 'prazsky krysarik', 'ratier de prague']",PRAGUE RATTER
PRESA CANARIO,https://fci.be/en/nomenclature/PRESA-CANARIO-346.html,"['PRESA CANARIO', 'PRESA CANARIO', 'PRESA CANARIO', 'PRESA CANARIO']",['presa canario'],['presa canario'],PRESA CANARIO
PUDELPOINTER,https://fci.be/en/nomenclature/PUDELPOINTER-216.html,"['PUDELPOINTER', 'PUDELPOINTER', 'PUDELPOINTER', 'PUDELPOINTER']",['pudelpointer'],['pudelpointer'],PUDELPOINTER
PUG,https://fci.be/en/nomenclature/PUG-253.html,"['PUG', 'CARLIN', 'MOPS', 'DOGUILLO']","['carlin', 'mops', 'doguillo', 'pug']","['carlin', 'mops', 'doguillo', 'pug']",PUG
PULI,https://fci.be/en/nomenclature/PULI-55.html,"['PULI', 'PULI', 'PULI', 'PULI']",['puli'],['puli'],PULI
PUMI,https://fci.be/en/nomenclature/PUMI-56.html,"['PUMI', 'PUMI', 'PUMI', 'PUMI']",['pumi'],['pumi'],PUMI
RAFEIRO DO ALENTEJO,https://fci.be/en/nomenclature/RAFEIRO-OF-ALENTEJO-96.html,"['RAFEIRO OF ALENTEJO', ""RAFEIRO DE L'ALENTEJO"", 'RAFEIRO VON ALENTEJO', 'RAFEIRO DEL ALENTEJO']","[""rafeiro de l'alentejo"", 'rafeiro del alentejo', 'rafeiro von alentejo', 'rafeiro do alentejo', 'rafeiro of alentejo']","[""rafeiro de l'alentejo"", 'rafeiro del alentejo', 'rafeiro von alentejo', 'rafeiro do alentejo', 'rafeiro of alentejo']",RAFEIRO OF ALENTEJO
RASTREADOR BRASILEIRO,https://fci.be/en/nomenclature/BRAZILIAN-TRACKER-275.html,"['BRAZILIAN TRACKER', 'PISTEUR BRÉSILIEN', 'BRASILIANISCHER LAUFHUND', 'RASTREADOR BRASILEÑO']","['brazilian tracker', 'brasilianischer laufhund', 'pisteur brésilien', 'rastreador brasileiro', 'rastreador brasileño']","['brazilian tracker', 'brasilianischer laufhund', 'pisteur bresilien', 'rastreador brasileiro', 'rastreador brasileno']",BRAZILIAN TRACKER
RHODESIAN RIDGEBACK,https://fci.be/en/nomenclature/RHODESIAN-RIDGEBACK-146.html,"['RHODESIAN RIDGEBACK', 'CHIEN DE RHODESIE A CRETE DORSALE', 'RHODESIAN RIDGEBACK', 'PERRO CRESTADO RODESIANO']","['chien de rhodesie a crete dorsale', 'perro crestado rodesiano', 'rhodesian ridgeback']","['chien de rhodesie a crete dorsale', 'perro crestado rodesiano', 'rhodesian ridgeback']",RHODESIAN RIDGEBACK
RIESENSCHNAUZER,https://fci.be/en/nomenclature/GIANT-SCHNAUZER-181.html,"['GIANT SCHNAUZER', 'SCHNAUZER GEANT', 'RIESENSCHNAUZER', 'SCHNAUZER GIGANTE']","['schnauzer gigante', 'riesenschnauzer', 'schnauzer geant', 'giant schnauzer']","['schnauzer gigante', 'riesenschnauzer', 'schnauzer geant', 'giant schnauzer']",GIANT SCHNAUZER
ROTTWEILER,https://fci.be/en/nomenclature/ROTTWEILER-147.html,"['ROTTWEILER', 'ROTTWEILER', 'ROTTWEILER', 'ROTTWEILER']",['rottweiler'],['rottweiler'],ROTTWEILER
RÖVIDSZÖRÜ MAGYAR VIZSLA,https://fci.be/en/nomenclature/HUNGARIAN-SHORT-HAIRED-POINTER-VIZSLA-57.html,"['HUNGARIAN SHORT-HAIRED POINTER (VIZSLA)', 'BRAQUE HONGROIS A POIL COURT (VIZSLA)', 'KURZHAARIGER UNGARISCHER VORSTEHHUND (VIZSLA)', 'BRACO HÚNGARO DE PELO CORTO']","['braque hongrois a poil court (vizsla)', 'rövidszörü magyar vizsla', 'kurzhaariger ungarischer vorstehhund (vizsla)', 'braco húngaro de pelo corto', 'hungarian short-haired pointer (vizsla)']","['braque hongrois a poil court (vizsla)', 'rovidszoru magyar vizsla', 'kurzhaariger ungarischer vorstehhund (vizsla)', 'braco hungaro de pelo corto', 'hungarian short-haired pointer (vizsla)']",HUNGARIAN SHORT-HAIRED POINTER (VIZSLA)
RUSSKAYA PSOVAYA BORZAYA,https://fci.be/en/nomenclature/BORZOI-RUSSIAN-HUNTING-SIGHTHOUND-193.html,"['BORZOI - RUSSIAN HUNTING SIGHTHOUND', 'BARZOI - LEVRIER DE CHASSE RUSSE', 'BARSOI - RUSSISCHER JAGDWINDHUND', 'BORZOI - LEBREL RUSO PARA LA CAZA']","['russkaya psovaya borzaya', 'barsoi - russischer jagdwindhund', 'barzoi - levrier de chasse russe', 'borzoi - russian hunting sighthound', 'borzoi - lebrel ruso para la caza']","['russkaya psovaya borzaya', 'barsoi - russischer jagdwindhund', 'barzoi - levrier de chasse russe', 'borzoi - russian hunting sighthound', 'borzoi - lebrel ruso para la caza']",BORZOI - RUSSIAN HUNTING SIGHTHOUND
RUSSKIY TCHIORNY TERRIER,https://fci.be/en/nomenclature/RUSSIAN-BLACK-TERRIER-327.html,"['RUSSIAN BLACK TERRIER', 'TERRIER NOIR RUSSE', 'RUSSISCHER SCHWARZER TERRIER', 'TERRIER RUSO NEGRO']","['terrier noir russe', 'russkiy tchiorny terrier', 'terrier ruso negro', 'russischer schwarzer terrier', 'russian black terrier']","['terrier noir russe', 'russkiy tchiorny terrier', 'terrier ruso negro', 'russischer schwarzer terrier', 'russian black terrier']",RUSSIAN BLACK TERRIER
RUSSKIY TOY,https://fci.be/en/nomenclature/RUSSIAN-TOY-352.html,"['RUSSIAN TOY', 'PETIT CHIEN RUSSE', 'RUSSISCHER TOY', 'PEQUEÑO PERRO RUSO']","['petit chien russe', 'pequeño perro ruso', 'russkiy toy', 'russischer toy', 'russian toy']","['petit chien russe', 'pequeno perro ruso', 'russkiy toy', 'russischer toy', 'russian toy']",RUSSIAN TOY
RUSSKO-EVROPEÏSKAÏA LAÏKA,https://fci.be/en/nomenclature/RUSSIAN-EUROPEAN-LAIKA-304.html,"['RUSSIAN-EUROPEAN LAIKA', 'LAIKA RUSSO-EUROPEEN', 'RUSSISCH-EUROPÄISCHER LAÏKA', 'LAIKA RUSO-EUROPEO']","['laika ruso-europeo', 'laika russo-europeen', 'russisch-europäischer laïka', 'russko-evropeïskaïa laïka', 'russian-european laika']","['laika ruso-europeo', 'laika russo-europeen', 'russisch-europaischer laika', 'russko-evropeiskaia laika', 'russian-european laika']",RUSSIAN-EUROPEAN LAIKA
SAARLOOSWOLFHOND,https://fci.be/en/nomenclature/SAARLOOS-WOLFHOND-311.html,"['SAARLOOS WOLFHOND', 'CHIEN-LOUP DE SAARLOOS', 'SAARLOOSWOLFHUND', 'PERRO LOBO DE SAARLOOS']","['perro lobo de saarloos', 'saarloos wolfhond', 'chien-loup de saarloos', 'saarlooswolfhond', 'saarlooswolfhund']","['perro lobo de saarloos', 'saarloos wolfhond', 'chien-loup de saarloos', 'saarlooswolfhond', 'saarlooswolfhund']",SAARLOOS WOLFHOND
SABUESO ESPAÑOL,https://fci.be/en/nomenclature/SPANISH-HOUND-204.html,"['SPANISH HOUND', 'CHIEN COURANT ESPAGNOL', 'SPANISCHER LAUFHUND', 'SABUESO ESPAÑOL']","['sabueso español', 'spanischer laufhund', 'spanish hound', 'chien courant espagnol']","['sabueso espanol', 'spanischer laufhund', 'spanish hound', 'chien courant espagnol']",SPANISH HOUND
SALUKI,https://fci.be/en/nomenclature/SALUKI-269.html,"['SALUKI', 'SALUKI', 'SALUKI', 'SALUKI']",['saluki'],['saluki'],SALUKI
SAMOIEDSKAÏA SABAKA,https://fci.be/en/nomenclature/SAMOYED-212.html,"['SAMOYED', 'SAMOYEDE', 'SAMOJEDE', 'SAMOYEDO']","['samoyede', 'samoyed', 'samoiedskaïa sabaka', 'samojede', 'samoyedo']","['samoyede', 'samoyed', 'samoiedskaia sabaka', 'samojede', 'samoyedo']",SAMOYED
SCHILLERSTÖVARE,https://fci.be/en/nomenclature/SCHILLERSTOVARE-131.html,"['SCHILLERSTÖVARE', 'CHIEN COURANT DE SCHILLER', 'SCHILLERSTÖVARE', 'SABUESO SCHILLER']","['chien courant de schiller', 'schillerstövare', 'sabueso schiller']","['chien courant de schiller', 'schillerstovare', 'sabueso schiller']",SCHILLERSTÖVARE
SCHIPPERKE,https://fci.be/en/nomenclature/SCHIPPERKE-83.html,"['SCHIPPERKE', 'SCHIPPERKE', 'SCHIPPERKE', 'SCHIPPERKE']",['schipperke'],['schipperke'],SCHIPPERKE
SCHNAUZER,https://fci.be/en/nomenclature/SCHNAUZER-182.html,"['SCHNAUZER', 'SCHNAUZER', 'SCHNAUZER', 'SCHNAUZER']",['schnauzer'],['schnauzer'],SCHNAUZER
SCHWEIZER NIEDERLAUFHUND,https://fci.be/en/nomenclature/SMALL-SWISS-HOUND-60.html,"['SMALL SWISS HOUND', 'PETIT CHIEN COURANT SUISSE', 'SCHWEIZER NIEDERLAUFHUND', 'SABUESO SUIZO PEQUEÑO']","['petit chien courant suisse', 'small swiss hound', 'schweizer niederlaufhund', 'sabueso suizo pequeño']","['petit chien courant suisse', 'small swiss hound', 'schweizer niederlaufhund', 'sabueso suizo pequeno']",SMALL SWISS HOUND
SCHWEIZER LAUFHUND - CHIEN COURANT SUISSE,https://fci.be/en/nomenclature/SWISS-HOUND-59.html,"['SWISS HOUND', 'CHIEN COURANT SUISSE', 'SCHWEIZER LAUFHUND', 'SABUESO SUIZO']","['chien courant suisse', 'schweizer laufhund - chien courant suisse', 'swiss hound', 'schweizer laufhund', 'sabueso suizo']","['chien courant suisse', 'schweizer laufhund - chien courant suisse', 'swiss hound', 'schweizer laufhund', 'sabueso suizo']",SWISS HOUND
SCOTTISH TERRIER,https://fci.be/en/nomenclature/SCOTTISH-TERRIER-73.html,"['SCOTTISH TERRIER', 'TERRIER ECOSSAIS', 'SCHOTTISCHER TERRIER', 'SCOTTISH TERRIER']","['schottischer terrier', 'terrier ecossais', 'scottish terrier']","['schottischer terrier', 'terrier ecossais', 'scottish terrier']",SCOTTISH TERRIER
SEALYHAM TERRIER,https://fci.be/en/nomenclature/SEALYHAM-TERRIER-74.html,"['SEALYHAM TERRIER', 'SEALYHAM TERRIER', 'SEALYHAM TERRIER', 'SEALYHAM TERRIER']",['sealyham terrier'],['sealyham terrier'],SEALYHAM TERRIER
SEGUGIO ITALIANO A PELO FORTE,https://fci.be/en/nomenclature/ITALIAN-ROUGH-HAIRED-SEGUGIO-198.html,"['ITALIAN ROUGH-HAIRED SEGUGIO', 'CHIEN COURANT ITALIEN A POIL DUR', 'DRAHTHAARIGER ITALIENISCHER LAUFHUND', 'SABUESO ITALIANO DE PELO DURO']","['drahthaariger italienischer laufhund', 'sabueso italiano de pelo duro', 'segugio italiano a pelo forte', 'italian rough-haired segugio', 'chien courant italien a poil dur']","['drahthaariger italienischer laufhund', 'sabueso italiano de pelo duro', 'segugio italiano a pelo forte', 'italian rough-haired segugio', 'chien courant italien a poil dur']",ITALIAN ROUGH-HAIRED SEGUGIO
SEGUGIO ITALIANO A PELO RASO,https://fci.be/en/nomenclature/ITALIAN-SHORT-HAIRED-SEGUGIO-337.html,"['ITALIAN SHORT-HAIRED SEGUGIO', 'CHIEN COURANT ITALIEN A POIL RAS', 'KURZHAARIGER ITALIENISCHER LAUFHUND', 'SABUESO ITALIANO DE PELO RASO']","['italian short-haired segugio', 'chien courant italien a poil ras', 'sabueso italiano de pelo raso', 'kurzhaariger italienischer laufhund', 'segugio italiano a pelo raso']","['italian short-haired segugio', 'chien courant italien a poil ras', 'sabueso italiano de pelo raso', 'kurzhaariger italienischer laufhund', 'segugio italiano a pelo raso']",ITALIAN SHORT-HAIRED SEGUGIO
SEGUGIO MAREMMANO,https://fci.be/en/nomenclature/SEGUGIO-MAREMMANO-361.html,"['SEGUGIO MAREMMANO', 'SEGUGIO MAREMMANO', 'SEGUGIO MAREMMANO', 'SEGUGIO MAREMMANO']",['segugio maremmano'],['segugio maremmano'],SEGUGIO MAREMMANO
SHAR PEI,https://fci.be/en/nomenclature/SHAR-PEI-309.html,"['SHAR PEI', 'SHAR PEI', 'SHAR PEI', 'SHAR PEI']",['shar pei'],['shar pei'],SHAR PEI
SHETLAND SHEEPDOG,https://fci.be/en/nomenclature/SHETLAND-SHEEPDOG-88.html,"['SHETLAND SHEEPDOG', 'CHIEN DE BERGER DES SHETLAND', 'SHETLAND SHEEPDOG', 'PERRO PASTOR DE SHETLAND']","['shetland sheepdog', 'chien de berger des shetland', 'perro pastor de shetland']","['shetland sheepdog', 'chien de berger des shetland', 'perro pastor de shetland']",SHETLAND SHEEPDOG
SHIBA,https://fci.be/en/nomenclature/SHIBA-257.html,"['SHIBA', 'SHIBA', 'SHIBA', 'SHIBA']",['shiba'],['shiba'],SHIBA
SHIH TZU,https://fci.be/en/nomenclature/SHIH-TZU-208.html,"['SHIH TZU', 'SHIH TZU', 'SHIH TZU', 'SHIH TZU']",['shih tzu'],['shih tzu'],SHIH TZU
SHIKOKU,https://fci.be/en/nomenclature/SHIKOKU-319.html,"['SHIKOKU', 'SHIKOKU', 'SHIKOKU', 'SHIKOKU']",['shikoku'],['shikoku'],SHIKOKU
SIBERIAN HUSKY,https://fci.be/en/nomenclature/SIBERIAN-HUSKY-270.html,"['SIBERIAN HUSKY', 'HUSKY DE SIBÉRIE', 'SIBERIAN HUSKY', 'HUSKY SIBERIANO']","['siberian husky', 'husky siberiano', 'husky de sibérie']","['siberian husky', 'husky siberiano', 'husky de siberie']",SIBERIAN HUSKY
SKYE TERRIER,https://fci.be/en/nomenclature/SKYE-TERRIER-75.html,"['SKYE TERRIER', 'SKYE TERRIER', 'SKYE TERRIER', 'SKYE TERRIER']",['skye terrier'],['skye terrier'],SKYE TERRIER
SLOUGHI,https://fci.be/en/nomenclature/SLOUGHI-188.html,"['SLOUGHI', 'SLOUGHI', 'SLOUGHI', 'SLOUGHI']",['sloughi'],['sloughi'],SLOUGHI
SLOVENSKÝ CUVAC,https://fci.be/en/nomenclature/SLOVAKIAN-CHUVACH-142.html,"['SLOVAKIAN CHUVACH', 'TCHOUVATCH SLOVAQUE', 'SLOWAKISCHER TSCHUVATSCH', 'TCHUVATCH ESLOVACO']","['slovakian chuvach', 'tchouvatch slovaque', 'slovenský cuvac', 'slowakischer tschuvatsch', 'tchuvatch eslovaco']","['slovakian chuvach', 'tchouvatch slovaque', 'slovensky cuvac', 'slowakischer tschuvatsch', 'tchuvatch eslovaco']",SLOVAKIAN CHUVACH
SLOVENSKÝ HRUBOSRSTÝ STAVAC (OHAR),https://fci.be/en/nomenclature/WIREHAIRED-SLOVAKIAN-POINTER-320.html,"['WIREHAIRED SLOVAKIAN POINTER', 'BRAQUE SLOVAQUE A POIL DUR', 'SLOWAKISCHER RAUHBART', 'BRACO ESLOVACO DE PELO DURO']","['wirehaired slovakian pointer', 'braco eslovaco de pelo duro', 'slovenský hrubosrstý stavac (ohar)', 'slowakischer rauhbart', 'braque slovaque a poil dur']","['wirehaired slovakian pointer', 'braco eslovaco de pelo duro', 'slovensky hrubosrsty stavac (ohar)', 'slowakischer rauhbart', 'braque slovaque a poil dur']",WIREHAIRED SLOVAKIAN POINTER
SLOVENSKÝ KOPOV,https://fci.be/en/nomenclature/SLOVAKIAN-HOUND-244.html,"['SLOVAKIAN HOUND', 'CHIEN COURANT SLOVAQUE', 'SLOWAKISCHER LAUFHUND', 'SABUESO ESLOVACO']","['slovakian hound', 'slowakischer laufhund', 'sabueso eslovaco', 'chien courant slovaque', 'slovenský kopov']","['slovakian hound', 'slowakischer laufhund', 'sabueso eslovaco', 'chien courant slovaque', 'slovensky kopov']",SLOVAKIAN HOUND
SMÅLANDSSTÖVARE,https://fci.be/en/nomenclature/SMALANDSSTOVARE-129.html,"['SMÅLANDSSTÖVARE', 'CHIEN COURANT DU SMÅLAND', 'SMÅLANDSSTÖVARE', 'SABUESO DE SMÅLAND']","['chien courant du småland', 'smålandsstövare', 'sabueso de småland']","['chien courant du smaland', 'smalandsstovare', 'sabueso de smaland']",SMÅLANDSSTÖVARE
SPINONE ITALIANO,https://fci.be/en/nomenclature/ITALIAN-SPINONE-165.html,"['ITALIAN SPINONE', 'SPINONE', 'ITALIENISCHER SPINONE', 'ESPINONE']","['espinone', 'spinone', 'italienischer spinone', 'italian spinone', 'spinone italiano']","['espinone', 'spinone', 'italienischer spinone', 'italian spinone', 'spinone italiano']",ITALIAN SPINONE
SREDNEASIATSKAYA OVTCHARKA,https://fci.be/en/nomenclature/CENTRAL-ASIA-SHEPHERD-DOG-335.html,"['CENTRAL ASIA SHEPHERD DOG', ""BERGER D'ASIE CENTRALE"", 'MITTELASIATISCHER SCHÄFERHUND', 'PERRO PASTOR DE ASIA CENTRAL']","['mittelasiatischer schäferhund', 'central asia shepherd dog', 'sredneasiatskaya ovtcharka', 'perro pastor de asia central', ""berger d'asie centrale""]","['mittelasiatischer schaferhund', 'central asia shepherd dog', 'sredneasiatskaya ovtcharka', 'perro pastor de asia central', ""berger d'asie centrale""]",CENTRAL ASIA SHEPHERD DOG
SRPSKI GONIC,https://fci.be/en/nomenclature/SERBIAN-HOUND-150.html,"['SERBIAN HOUND', 'CHIEN COURANT SERBE', 'SERBISCHER LAUFHUND', 'SABUESO SERBIO']","['serbian hound', 'srpski gonic', 'sabueso serbio', 'serbischer laufhund', 'chien courant serbe']","['serbian hound', 'srpski gonic', 'sabueso serbio', 'serbischer laufhund', 'chien courant serbe']",SERBIAN HOUND
SRPSKI TROBOJNI GONIC,https://fci.be/en/nomenclature/SERBIAN-TRICOLOUR-HOUND-229.html,"['SERBIAN TRICOLOUR HOUND', 'CHIEN COURANT TRICOLORE SERBE', 'DREIFARBIGER SERBISCHER LAUFHUND', 'SABUESO TRICOLOR SERBIO']","['chien courant tricolore serbe', 'serbian tricolour hound', 'srpski trobojni gonic', 'sabueso tricolor serbio', 'dreifarbiger serbischer laufhund']","['chien courant tricolore serbe', 'serbian tricolour hound', 'srpski trobojni gonic', 'sabueso tricolor serbio', 'dreifarbiger serbischer laufhund']",SERBIAN TRICOLOUR HOUND
ST.BERNHARDSHUND - BERNHARDINER,https://fci.be/en/nomenclature/ST-BERNARD-61.html,"['ST. BERNARD', 'CHIEN DU MONT SAINT-BERNARD - SAINT-BERNARD', 'ST. BERNHARDSHUND (BERNHARDINER)', 'SAN BERNARDO']","['st.bernhardshund - bernhardiner', 'chien du mont saint-bernard - saint-bernard', 'st. bernard', 'st. bernhardshund (bernhardiner)', 'san bernardo']","['st.bernhardshund - bernhardiner', 'chien du mont saint-bernard - saint-bernard', 'st. bernard', 'st. bernhardshund (bernhardiner)', 'san bernardo']",ST. BERNARD
STABIJHOUN,https://fci.be/en/nomenclature/STABIJHOUN-222.html,"['STABIJHOUN', ""CHIEN D'ARRET FRISON"", 'FRIESISCHER VORSTEHHUND', 'PERDIGUERO FRISÓN']","['perdiguero frisón', 'stabijhoun', 'friesischer vorstehhund', ""chien d'arret frison""]","['perdiguero frison', 'stabijhoun', 'friesischer vorstehhund', ""chien d'arret frison""]",STABIJHOUN
STAFFORDSHIRE BULL TERRIER,https://fci.be/en/nomenclature/STAFFORDSHIRE-BULL-TERRIER-76.html,"['STAFFORDSHIRE BULL TERRIER', 'STAFFORDSHIRE BULL TERRIER', 'STAFFORDSHIRE BULL TERRIER', 'STAFFORDSHIRE BULL TERRIER']",['staffordshire bull terrier'],['staffordshire bull terrier'],STAFFORDSHIRE BULL TERRIER
STEIRISCHE RAUHHAARBRACKE,https://fci.be/en/nomenclature/COARSE-HAIRED-STYRIAN-HOUND-62.html,"['COARSE-HAIRED STYRIAN HOUND', 'BRACHET DE STYRIE A POIL DUR', 'STEIRISCHE RAUHHAARBRACKE', 'SABUESO ESTIRIO DE PELO ÁSPERO']","['coarse-haired styrian hound', 'sabueso estirio de pelo áspero', 'steirische rauhhaarbracke', 'brachet de styrie a poil dur']","['coarse-haired styrian hound', 'sabueso estirio de pelo aspero', 'steirische rauhhaarbracke', 'brachet de styrie a poil dur']",COARSE-HAIRED STYRIAN HOUND
SUOMENAJOKOIRA,https://fci.be/en/nomenclature/FINNISH-HOUND-51.html,"['FINNISH HOUND', 'CHIEN COURANT FINLANDAIS', 'FINNISCHER LAUFHUND', 'SABUESO FINLANDÉS']","['suomenajokoira', 'sabueso finlandés', 'finnish hound', 'finnischer laufhund', 'chien courant finlandais']","['suomenajokoira', 'sabueso finlandes', 'finnish hound', 'finnischer laufhund', 'chien courant finlandais']",FINNISH HOUND
SUOMENLAPINKOIRA,https://fci.be/en/nomenclature/FINNISH-LAPPONIAN-DOG-189.html,"['FINNISH LAPPONIAN DOG', 'CHIEN FINNOIS DE LAPONIE', 'FINNISCHER LAPPHUND', 'PERRO FINLANDÉS DE LAPONIA']","['chien finnois de laponie', 'perro finlandés de laponia', 'suomenlapinkoira', 'finnish lapponian dog', 'finnischer lapphund']","['chien finnois de laponie', 'perro finlandes de laponia', 'suomenlapinkoira', 'finnish lapponian dog', 'finnischer lapphund']",FINNISH LAPPONIAN DOG
SUOMENPYSTYKORVA,https://fci.be/en/nomenclature/FINNISH-SPITZ-49.html,"['FINNISH SPITZ', 'SPITZ FINLANDAIS', 'FINNEN-SPITZ', 'SPITZ FINLANDÉS']","['spitz finlandais', 'spitz finlandés', 'suomenpystykorva', 'finnen-spitz', 'finnish spitz']","['spitz finlandais', 'spitz finlandes', 'suomenpystykorva', 'finnen-spitz', 'finnish spitz']",FINNISH SPITZ
SUSSEX SPANIEL,https://fci.be/en/nomenclature/SUSSEX-SPANIEL-127.html,"['SUSSEX SPANIEL', 'SUSSEX SPANIEL', 'SUSSEX SPANIEL', 'SUSSEX SPANIEL']",['sussex spaniel'],['sussex spaniel'],SUSSEX SPANIEL
SVENSK LAPPHUND,https://fci.be/en/nomenclature/SWEDISH-LAPPHUND-135.html,"['SWEDISH LAPPHUND', 'LAPPHUND SUEDOIS', 'SCHWEDISCHER LAPPHUND', 'PERRO SUECO DE LAPONIA']","['svensk lapphund', 'schwedischer lapphund', 'swedish lapphund', 'perro sueco de laponia', 'lapphund suedois']","['svensk lapphund', 'schwedischer lapphund', 'swedish lapphund', 'perro sueco de laponia', 'lapphund suedois']",SWEDISH LAPPHUND
TAIWAN DOG,https://fci.be/en/nomenclature/TAIWAN-DOG-348.html,"['TAIWAN DOG', 'CHIEN DE TAIWAN', 'TAIWAN-HUND', 'PERRO DE TAIWAN']","['taiwan dog', 'chien de taiwan', 'taiwan-hund', 'perro de taiwan']","['taiwan dog', 'chien de taiwan', 'taiwan-hund', 'perro de taiwan']",TAIWAN DOG
TERRIER BRASILEIRO,https://fci.be/en/nomenclature/BRAZILIAN-TERRIER-341.html,"['BRAZILIAN TERRIER', 'TERRIER BRESILIEN', 'BRASILIANISCHER TERRIER', 'TERRIER BRASILEÑO']","['brasilianischer terrier', 'brazilian terrier', 'terrier bresilien', 'terrier brasileño', 'terrier brasileiro']","['brasilianischer terrier', 'brazilian terrier', 'terrier bresilien', 'terrier brasileno', 'terrier brasileiro']",BRAZILIAN TERRIER
THAI BANGKAEW DOG,https://fci.be/en/nomenclature/THAI-BANGKAEW-DOG-358.html,"['THAI BANGKAEW DOG', 'BANGKAEW DE THAILANDE', 'THAI-BANGKAEW-HUND', 'THAI BANGKAEW DOG']","['thai bangkaew dog', 'thai-bangkaew-hund', 'bangkaew de thailande']","['thai bangkaew dog', 'thai-bangkaew-hund', 'bangkaew de thailande']",THAI BANGKAEW DOG
THAI RIDGEBACK DOG,https://fci.be/en/nomenclature/THAI-RIDGEBACK-DOG-338.html,"['THAI RIDGEBACK DOG', 'CHIEN THAILANDAIS A CRETE DORSALE', 'THAILAND-RIDGEBACK', 'THAI RIDGEBACK DOG']","['chien thailandais a crete dorsale', 'thailand-ridgeback', 'thai ridgeback dog']","['chien thailandais a crete dorsale', 'thailand-ridgeback', 'thai ridgeback dog']",THAI RIDGEBACK DOG
TIBETAN SPANIEL,https://fci.be/en/nomenclature/TIBETAN-SPANIEL-231.html,"['TIBETAN SPANIEL', 'EPAGNEUL TIBETAIN', 'TIBET-SPANIEL', 'SPANIEL TIBETANO']","['tibetan spaniel', 'tibet-spaniel', 'epagneul tibetain', 'spaniel tibetano']","['tibetan spaniel', 'tibet-spaniel', 'epagneul tibetain', 'spaniel tibetano']",TIBETAN SPANIEL
TIBETAN TERRIER,https://fci.be/en/nomenclature/TIBETAN-TERRIER-209.html,"['TIBETAN TERRIER', 'TERRIER TIBETAIN', 'TIBET-TERRIER', 'TERRIER TIBETANO']","['tibetan terrier', 'terrier tibetano', 'tibet-terrier', 'terrier tibetain']","['tibetan terrier', 'terrier tibetano', 'tibet-terrier', 'terrier tibetain']",TIBETAN TERRIER
